PARID,AGAPPL,TOTAL ACRES,USE,USE ACRES
"A01000000080100","1753","35.018","ROW","0.241"
"A01000000080100","1753","35.018","CROP","4.587"
"A01000000080100","1753","35.018","CROP","4.659"
"A01000000080100","1753","35.018","CROP","5.115"
"A01000000080100","1753","35.018","DTCH","2.098"
"A01000000080100","1753","35.018","HOME","1"
"A01000000080100","1753","35.018","WOOD","0.284"
"A01000000080100","1753","35.018","WOOD","4.778"
"A01000000080100","1753","35.018","WOOD","4.855"
"A01000000080100","1753","35.018","WOOD","6.989"
"A01000000080100","1753","35.018","CON25","0.171"
"A01000000080100","1753","35.018","CON25","0.241"
"A01000000120000","2142","31.333","ROW","0.497"
"A01000000120000","2142","31.333","CROP","0.011"
"A01000000120000","2142","31.333","CROP","13.426"
"A01000000120000","2142","31.333","DTCH","2.385"
"A01000000120000","2142","31.333","HOME","1"
"A01000000120000","2142","31.333","WOOD","1.119"
"A01000000120000","2142","31.333","WOOD","12.895"
"A01000000120100","716","8.401","ROW","0.068"
"A01000000120100","716","8.401","CROP","0.527"
"A01000000120100","716","8.401","CROP","0.793"
"A01000000120100","716","8.401","CROP","1.251"
"A01000000120100","716","8.401","DTCH","0.687"
"A01000000120100","716","8.401","WOOD","0.078"
"A01000000120100","716","8.401","WOOD","2.013"
"A01000000120100","716","8.401","WOOD","2.984"
"A01000000120200","2142","35.724","ROW","0.09"
"A01000000120200","2142","35.724","CROP","2.504"
"A01000000120200","2142","35.724","CROP","5.898"
"A01000000120200","2142","35.724","CROP","16.685"
"A01000000120200","2142","35.724","DTCH","1.176"
"A01000000120200","2142","35.724","WOOD","0.024"
"A01000000120200","2142","35.724","WOOD","2.429"
"A01000000120200","2142","35.724","WOOD","6.918"
"A01000000160000","2877","38.105","ROW","0.245"
"A01000000160000","2877","38.105","CROP","0.055"
"A01000000160000","2877","38.105","CROP","17.06"
"A01000000160000","2877","38.105","CROP","2.576"
"A01000000160000","2877","38.105","CROP","15.458"
"A01000000160000","2877","38.105","DTCH","0.018"
"A01000000160000","2877","38.105","WOOD","0.053"
"A01000000160000","2877","38.105","WOOD","0.127"
"A01000000160000","2877","38.105","WOOD","0.224"
"A01000000160000","2877","38.105","WOOD","0.783"
"A01000000160000","2877","38.105","WOOD","1.506"
"A01000000200000","433","79","ROW","1.736"
"A01000000200000","433","79","CROP","3.737"
"A01000000200000","433","79","CROP","6.144"
"A01000000200000","433","79","CROP","8.747"
"A01000000200000","433","79","CROP","16.925"
"A01000000200000","433","79","CROP","37.256"
"A01000000200000","433","79","HOME","1"
"A01000000200000","433","79","WOOD","1.411"
"A01000000200000","433","79","WOOD","2.044"
"A01000000240000","433","50","ROW","0.12"
"A01000000240000","433","50","ROW","0.237"
"A01000000240000","433","50","ROW","1.018"
"A01000000240000","433","50","CROP","2.773"
"A01000000240000","433","50","CROP","4.077"
"A01000000240000","433","50","CROP","5.546"
"A01000000240000","433","50","CROP","33.912"
"A01000000240000","433","50","WOOD","0.076"
"A01000000240000","433","50","WOOD","0.157"
"A01000000240000","433","50","WOOD","0.313"
"A01000000240000","433","50","WOOD","0.771"
"A01000000240000","433","50","CON25","0.272"
"A01000000240000","433","50","CON25","0.728"
"A01000000280000","76","40","ROW","0.462"
"A01000000280000","76","40","CROP","1.68"
"A01000000280000","76","40","CROP","21.54"
"A01000000280000","76","40","CROP","4.756"
"A01000000280000","76","40","WOOD","3.484"
"A01000000280000","76","40","WOOD","8.078"
"A01000000320000","76","10","CROP","0.401"
"A01000000320000","76","10","CROP","3.923"
"A01000000320000","76","10","WOOD","0.026"
"A01000000320000","76","10","WOOD","1.824"
"A01000000320000","76","10","WOOD","3.826"
"A01000000360000","76","10.888","ROW","0.281"
"A01000000360000","76","10.888","CROP","1.63"
"A01000000360000","76","10.888","CROP","5.249"
"A01000000360000","76","10.888","DTCH","0.65"
"A01000000360000","76","10.888","WOOD","3.078"
"A01000000400000","76","10","ROW","0.229"
"A01000000400000","76","10","CROP","3.03"
"A01000000400000","76","10","CROP","6.454"
"A01000000400000","76","10","WOOD","0.287"
"A01000000440000","76","50","ROW","2.361"
"A01000000440000","76","50","CROP","0.542"
"A01000000440000","76","50","CROP","7.762"
"A01000000440000","76","50","CROP","39.294"
"A01000000440000","76","50","WOOD","0.041"
"A01000000480000","76","19.53","ROW","0.18"
"A01000000480000","76","19.53","CROP","3.134"
"A01000000480000","76","19.53","CROP","13.033"
"A01000000480000","76","19.53","WOOD","0.895"
"A01000000480000","76","19.53","WOOD","2.288"
"A01000000520000","76","53.122","ROW","1.13"
"A01000000520000","76","53.122","CROP","0.004"
"A01000000520000","76","53.122","CROP","0.028"
"A01000000520000","76","53.122","CROP","10.735"
"A01000000520000","76","53.122","CROP","11.223"
"A01000000520000","76","53.122","CROP","25.522"
"A01000000520000","76","53.122","DTCH","0.543"
"A01000000520000","76","53.122","WOOD","0.046"
"A01000000520000","76","53.122","WOOD","0.086"
"A01000000520000","76","53.122","WOOD","1.567"
"A01000000520000","76","53.122","WOOD","2.238"
"A01000000560000","76","30","ROW","0.354"
"A01000000560000","76","30","CROP","6.595"
"A01000000560000","76","30","CROP","22.318"
"A01000000560000","76","30","WOOD","0.733"
"A01000000600000","76","75.713","ROW","0.459"
"A01000000600000","76","75.713","CROP","11.371"
"A01000000600000","76","75.713","CROP","53.698"
"A01000000600000","76","75.713","DTCH","1.766"
"A01000000600000","76","75.713","WOOD","0.665"
"A01000000600000","76","75.713","WOOD","7.754"
"A01000000720000","205","80","ROW","2.716"
"A01000000720000","205","80","CROP","0.169"
"A01000000720000","205","80","CROP","0.337"
"A01000000720000","205","80","CROP","0.867"
"A01000000720000","205","80","CROP","2.234"
"A01000000720000","205","80","CROP","9.408"
"A01000000720000","205","80","CROP","11.293"
"A01000000720000","205","80","CROP","49.217"
"A01000000720000","205","80","HOME","1"
"A01000000720000","205","80","WOOD","2.759"
"A01000000840000","153","27.288","ROW","0.157"
"A01000000840000","153","27.288","CROP","0.019"
"A01000000840000","153","27.288","CROP","1.741"
"A01000000840000","153","27.288","WOOD","4.134"
"A01000000840000","153","27.288","WOOD","8.908"
"A01000000840000","153","27.288","WOOD","12.329"
"A01000000880000","319","47.866","ROW","2.125"
"A01000000880000","319","47.866","CROP","0.65"
"A01000000880000","319","47.866","CROP","14.775"
"A01000000880000","319","47.866","CROP","28.589"
"A01000000880000","319","47.866","WOOD","0.28"
"A01000000880000","319","47.866","WOOD","1.447"
"A01000000960000","319","79.68","ROW","0.917"
"A01000000960000","319","79.68","CROP","2.112"
"A01000000960000","319","79.68","CROP","14.826"
"A01000000960000","319","79.68","CROP","29.259"
"A01000000960000","319","79.68","CROP","32.546"
"A01000000960000","319","79.68","WOOD","0.009"
"A01000000960000","319","79.68","WOOD","0.011"
"A01000001240000","2862","54","ROW","0.539"
"A01000001240000","2862","54","CROP","0.311"
"A01000001240000","2862","54","CROP","0.496"
"A01000001240000","2862","54","CROP","14.683"
"A01000001240000","2862","54","CROP","15.839"
"A01000001240000","2862","54","CROP","19.071"
"A01000001240000","2862","54","DTCH","2.709"
"A01000001240000","2862","54","WOOD","0.074"
"A01000001240000","2862","54","WOOD","0.132"
"A01000001240000","2862","54","WOOD","0.146"
"A01000001280000","500","37.25","ROW","0.377"
"A01000001280000","500","37.25","CROP","2.799"
"A01000001280000","500","37.25","CROP","10.431"
"A01000001280000","500","37.25","CROP","23.643"
"A01000001320000","2863","72.258","ROW","0.22"
"A01000001320000","2863","72.258","ROW","0.61"
"A01000001320000","2863","72.258","ROW","1.323"
"A01000001320000","2863","72.258","CONP","0.59"
"A01000001320000","2863","72.258","CROP","0.078"
"A01000001320000","2863","72.258","CROP","3.777"
"A01000001320000","2863","72.258","CROP","25.068"
"A01000001320000","2863","72.258","CROP","39.986"
"A01000001320000","2863","72.258","WOOD","0.177"
"A01000001320000","2863","72.258","WOOD","0.183"
"A01000001320000","2863","72.258","CON25","0.11"
"A01000001320000","2863","72.258","CON25","0.136"
"A01000001400000","2793","11.599","ROW","0.209"
"A01000001400000","2793","11.599","CROP","1.939"
"A01000001400000","2793","11.599","CROP","4.616"
"A01000001400000","2793","11.599","DTCH","0.965"
"A01000001400000","2793","11.599","HOME","1"
"A01000001400000","2793","11.599","WOOD","1.337"
"A01000001400000","2793","11.599","WOOD","1.533"
"A01000001480000","176","58.45","ROW","0.47"
"A01000001480000","176","58.45","ROW","0.293"
"A01000001480000","176","58.45","CONP","0.036"
"A01000001480000","176","58.45","CONP","1.908"
"A01000001480000","176","58.45","CONP","2.336"
"A01000001480000","176","58.45","CROP","0.036"
"A01000001480000","176","58.45","CROP","1.409"
"A01000001480000","176","58.45","CROP","16.455"
"A01000001480000","176","58.45","CROP","31.925"
"A01000001480000","176","58.45","DTCH","1.081"
"A01000001480000","176","58.45","HOME","1"
"A01000001480000","176","58.45","WOOD","0.099"
"A01000001480000","176","58.45","WOOD","0.675"
"A01000001480000","176","58.45","WOOD","0.727"
"A01000001520000","94","34.999","ROW","1.141"
"A01000001520000","94","34.999","CROP","1.084"
"A01000001520000","94","34.999","CROP","13.165"
"A01000001520000","94","34.999","CROP","19.609"
"A01000001600000","479","80","ROW","0.89"
"A01000001600000","479","80","CROP","2.601"
"A01000001600000","479","80","CROP","13.421"
"A01000001600000","479","80","CROP","55.039"
"A01000001600000","479","80","DTCH","1.605"
"A01000001600000","479","80","WOOD","0.159"
"A01000001600000","479","80","WOOD","6.285"
"A01000001640000","653","39","ROW","0.746"
"A01000001640000","653","39","CROP","0.13"
"A01000001640000","653","39","CROP","0.483"
"A01000001640000","653","39","CROP","37.627"
"A01000001640000","653","39","DTCH","0.014"
"A01000001920000","2768","78.168","ROW","0.82"
"A01000001920000","2768","78.168","CONP","0.63"
"A01000001920000","2768","78.168","CONP","0.85"
"A01000001920000","2768","78.168","CONP","1.25"
"A01000001920000","2768","78.168","CROP","2.57"
"A01000001920000","2768","78.168","CROP","20.55"
"A01000001920000","2768","78.168","CROP","43.4"
"A01000001920000","2768","78.168","DTCH","2.028"
"A01000001920000","2768","78.168","WOOD","1.5"
"A01000001920000","2768","78.168","WOOD","4.36"
"A01000001920000","2768","78.168","CON25","0.21"
"A01000001960000","2768","87.748","ROW","2.388"
"A01000001960000","2768","87.748","CONP","2.37"
"A01000001960000","2768","87.748","CROP","3.27"
"A01000001960000","2768","87.748","CROP","18.57"
"A01000001960000","2768","87.748","CROP","50.34"
"A01000001960000","2768","87.748","DTCH","1.58"
"A01000001960000","2768","87.748","WOOD","3.48"
"A01000001960000","2768","87.748","WOOD","5.51"
"A01000001960000","2768","87.748","CON25","0.24"
"A01000002000000","1333","55.244","ROW","2.306"
"A01000002000000","1333","55.244","CONP","0.012"
"A01000002000000","1333","55.244","CONP","0.029"
"A01000002000000","1333","55.244","CONP","0.116"
"A01000002000000","1333","55.244","CONP","0.302"
"A01000002000000","1333","55.244","CONP","1.351"
"A01000002000000","1333","55.244","CONP","3.091"
"A01000002000000","1333","55.244","CROP","0.364"
"A01000002000000","1333","55.244","CROP","0.619"
"A01000002000000","1333","55.244","CROP","3.282"
"A01000002000000","1333","55.244","CROP","12.919"
"A01000002000000","1333","55.244","CROP","28.886"
"A01000002000000","1333","55.244","DTCH","0.03"
"A01000002000000","1333","55.244","DTCH","0.565"
"A01000002000000","1333","55.244","DTCH","1.372"
"A01000002000100","2601","57.486","ROW","0.206"
"A01000002000100","2601","57.486","ROW","0.447"
"A01000002000100","2601","57.486","CONP","1.379"
"A01000002000100","2601","57.486","CROP","11.024"
"A01000002000100","2601","57.486","CROP","16.406"
"A01000002000100","2601","57.486","WOOD","0.726"
"A01000002000100","2601","57.486","WOOD","0.833"
"A01000002000100","2601","57.486","WOOD","9.912"
"A01000002000100","2601","57.486","WOOD","16.553"
"A01000002000200","2601","46.27","ROW","0.149"
"A01000002000200","2601","46.27","ROW","0.225"
"A01000002000200","2601","46.27","CONP","0.27"
"A01000002000200","2601","46.27","CONP","0.087"
"A01000002000200","2601","46.27","CONP","0.528"
"A01000002000200","2601","46.27","CONP","1.368"
"A01000002000200","2601","46.27","CONP","2.008"
"A01000002000200","2601","46.27","CROP","0.215"
"A01000002000200","2601","46.27","CROP","6.47"
"A01000002000200","2601","46.27","CROP","2.005"
"A01000002000200","2601","46.27","CROP","2.671"
"A01000002000200","2601","46.27","CROP","28.204"
"A01000002000200","2601","46.27","DTCH","0.109"
"A01000002000200","2601","46.27","DTCH","0.332"
"A01000002000200","2601","46.27","DTCH","1.147"
"A01000002000200","2601","46.27","WOOD","0.053"
"A01000002000200","2601","46.27","WOOD","0.193"
"A01000002000200","2601","46.27","WOOD","0.236"
"A01000002040000","1692","18.629","ROW","0.235"
"A01000002040000","1692","18.629","CROP","2.151"
"A01000002040000","1692","18.629","CROP","3.941"
"A01000002040000","1692","18.629","CROP","11.724"
"A01000002040000","1692","18.629","WOOD","0.049"
"A01000002040000","1692","18.629","WOOD","0.238"
"A01000002040000","1692","18.629","WOOD","0.291"
"A01000002120000","94","97.142","ROW","1.828"
"A01000002120000","94","97.142","CROP","0.007"
"A01000002120000","94","97.142","CROP","3.592"
"A01000002120000","94","97.142","CROP","44.807"
"A01000002120000","94","97.142","CROP","46.066"
"A01000002120000","94","97.142","DTCH","0.593"
"A01000002120000","94","97.142","WOOD","0.249"
"A01000002240000","2614","2.434","ROW","0.283"
"A01000002240000","2614","2.434","CROP","0.084"
"A01000002240000","2614","2.434","CROP","0.086"
"A01000002240000","2614","2.434","CROP","1.981"
"A01000002240100","920","19.906","ROW","0.572"
"A01000002240100","920","19.906","CROP","7.46"
"A01000002240100","920","19.906","CROP","1.033"
"A01000002240100","920","19.906","CROP","1.618"
"A01000002240100","920","19.906","CROP","2.683"
"A01000002240100","920","19.906","WOOD","0.23"
"A01000002240100","920","19.906","WOOD","3.058"
"A01000002240100","920","19.906","WOOD","3.252"
"A01000002240200","2614","17.472","ROW","0.184"
"A01000002240200","2614","17.472","CROP","0.001"
"A01000002240200","2614","17.472","CROP","0.759"
"A01000002240200","2614","17.472","CROP","0.904"
"A01000002240200","2614","17.472","CROP","11.95"
"A01000002240200","2614","17.472","CROP","3.674"
"A01000002320000","1828","78.043","ROW","2.477"
"A01000002320000","1828","78.043","CROP","0.221"
"A01000002320000","1828","78.043","CROP","4.894"
"A01000002320000","1828","78.043","CROP","7.606"
"A01000002320000","1828","78.043","CROP","9.835"
"A01000002320000","1828","78.043","CROP","20.477"
"A01000002320000","1828","78.043","CROP","25.443"
"A01000002320000","1828","78.043","DTCH","1.589"
"A01000002320000","1828","78.043","WOOD","1.112"
"A01000002320000","1828","78.043","WOOD","4.389"
"A01000002360000","654","7","ROW","0.287"
"A01000002360000","654","7","CROP","0.054"
"A01000002360000","654","7","CROP","2.801"
"A01000002360000","654","7","CROP","3.858"
"A01000002400000","654","118.61","ROW","2.994"
"A01000002400000","654","118.61","CROP","0.164"
"A01000002400000","654","118.61","CROP","0.454"
"A01000002400000","654","118.61","CROP","3.395"
"A01000002400000","654","118.61","CROP","3.683"
"A01000002400000","654","118.61","CROP","44.525"
"A01000002400000","654","118.61","CROP","63.395"
"A01000002440000","1283","38","ROW","0.668"
"A01000002440000","1283","38","CROP","17.33"
"A01000002440000","1283","38","CROP","7.033"
"A01000002440000","1283","38","CROP","10.782"
"A01000002440000","1283","38","DTCH","1.05"
"A01000002440000","1283","38","HOME","1"
"A01000002440000","1283","38","WOOD","0.137"
"A01000002520000","1283","60","ROW","1.341"
"A01000002520000","1283","60","CROP","18.441"
"A01000002520000","1283","60","CROP","36.985"
"A01000002520000","1283","60","DTCH","2.233"
"A01000002520000","1283","60","HOME","1"
"A01000002560000","1283","40","ROW","0.913"
"A01000002560000","1283","40","CROP","4.21"
"A01000002560000","1283","40","CROP","21.9"
"A01000002560000","1283","40","CROP","12.977"
"A01000002600000","36","39.866","ROW","0.413"
"A01000002600000","36","39.866","CROP","0.036"
"A01000002600000","36","39.866","CROP","2.614"
"A01000002600000","36","39.866","CROP","5.541"
"A01000002600000","36","39.866","CROP","7.175"
"A01000002600000","36","39.866","CROP","8.067"
"A01000002600000","36","39.866","DTCH","2.256"
"A01000002600000","36","39.866","WOOD","0.447"
"A01000002600000","36","39.866","WOOD","0.959"
"A01000002600000","36","39.866","WOOD","3.037"
"A01000002600000","36","39.866","WOOD","9.321"
"A01000002640000","36","39.28","ROW","2.145"
"A01000002640000","36","39.28","CROP","0.241"
"A01000002640000","36","39.28","CROP","3.762"
"A01000002640000","36","39.28","CROP","3.911"
"A01000002640000","36","39.28","CROP","27.888"
"A01000002640000","36","39.28","DTCH","0.878"
"A01000002640000","36","39.28","WOOD","0.455"
"A01000002680000","36","71.466","ROW","0.457"
"A01000002680000","36","71.466","CROP","0.15"
"A01000002680000","36","71.466","CROP","8.3"
"A01000002680000","36","71.466","CROP","6.949"
"A01000002680000","36","71.466","CROP","7.611"
"A01000002680000","36","71.466","CROP","28.485"
"A01000002680000","36","71.466","DTCH","1.805"
"A01000002680000","36","71.466","WOOD","1.451"
"A01000002680000","36","71.466","WOOD","3.286"
"A01000002680000","36","71.466","WOOD","4.909"
"A01000002680000","36","71.466","WOOD","8.063"
"A01000002720000","36","40","ROW","0.464"
"A01000002720000","36","40","CROP","7.046"
"A01000002720000","36","40","CROP","11.438"
"A01000002720000","36","40","CROP","17.408"
"A01000002720000","36","40","DTCH","0.754"
"A01000002720000","36","40","WOOD","0.163"
"A01000002720000","36","40","WOOD","2.727"
"A01000002840000","1417","53.859","ROW","0.067"
"A01000002840000","1417","53.859","CONP","0.221"
"A01000002840000","1417","53.859","CONP","0.329"
"A01000002840000","1417","53.859","CROP","0.359"
"A01000002840000","1417","53.859","CROP","13.569"
"A01000002840000","1417","53.859","CROP","39.314"
"A01000002880200","1421","53.859","ROW","0.342"
"A01000002880200","1421","53.859","CONP","0.003"
"A01000002880200","1421","53.859","CONP","1.447"
"A01000002880200","1421","53.859","CROP","2.192"
"A01000002880200","1421","53.859","CROP","8.663"
"A01000002880200","1421","53.859","CROP","41.188"
"A01000002880200","1421","53.859","WOOD","0.002"
"A01000002880200","1421","53.859","WOOD","0.022"
"A01000002920000","2183","40","ROW","0.936"
"A01000002920000","2183","40","CROP","1.052"
"A01000002920000","2183","40","CROP","9.001"
"A01000002920000","2183","40","CROP","21.431"
"A01000002920000","2183","40","HOME","1"
"A01000002920000","2183","40","WOOD","1.377"
"A01000002920000","2183","40","WOOD","5.203"
"A01000003000000","1371","19.199","ROW","0.072"
"A01000003000000","1371","19.199","CROP","2.406"
"A01000003000000","1371","19.199","CROP","2.986"
"A01000003000000","1371","19.199","CROP","13.735"
"A01000003040000","113","16.112","ROW","0.678"
"A01000003040000","113","16.112","CROP","0.374"
"A01000003040000","113","16.112","CROP","2.453"
"A01000003040000","113","16.112","CROP","2.826"
"A01000003040000","113","16.112","CROP","9.781"
"A01000003040100","2877","3.888","ROW","0.213"
"A01000003040100","2877","3.888","CROP","0.579"
"A01000003040100","2877","3.888","CROP","0.731"
"A01000003040100","2877","3.888","CROP","1.365"
"A01000003040100","2877","3.888","HOME","1"
"A01000003080000","113","60","CONP","0.011"
"A01000003080000","113","60","CONP","0.162"
"A01000003080000","113","60","CONP","0.251"
"A01000003080000","113","60","CONP","0.346"
"A01000003080000","113","60","CONP","6.681"
"A01000003080000","113","60","CROP","0.226"
"A01000003080000","113","60","CROP","0.765"
"A01000003080000","113","60","CROP","1.422"
"A01000003080000","113","60","CROP","8.253"
"A01000003080000","113","60","CROP","24.345"
"A01000003080000","113","60","DTCH","1.63"
"A01000003080000","113","60","WOOD","0.183"
"A01000003080000","113","60","WOOD","1.78"
"A01000003080000","113","60","WOOD","1.066"
"A01000003080000","113","60","WOOD","2.289"
"A01000003080000","113","60","WOOD","3.114"
"A01000003080000","113","60","WOOD","7.476"
"A01000003120000","113","20","ROW","1.345"
"A01000003120000","113","20","CROP","0.264"
"A01000003120000","113","20","CROP","3.16"
"A01000003120000","113","20","CROP","3.924"
"A01000003120000","113","20","CROP","11.307"
"A01000003160000","1381","60","ROW","2.032"
"A01000003160000","1381","60","CROP","4.892"
"A01000003160000","1381","60","CROP","13.067"
"A01000003160000","1381","60","CROP","38.977"
"A01000003160000","1381","60","DTCH","0.032"
"A01000003160000","1381","60","HOME","1"
"A01000003240000","1399","37","ROW","1.582"
"A01000003240000","1399","37","CONP","0.889"
"A01000003240000","1399","37","CONP","4.03"
"A01000003240000","1399","37","CONP","11.232"
"A01000003240000","1399","37","CONP","17.599"
"A01000003240000","1399","37","CROP","0.009"
"A01000003240000","1399","37","CROP","0.12"
"A01000003240000","1399","37","CROP","0.045"
"A01000003240000","1399","37","DTCH","0.056"
"A01000003240000","1399","37","DTCH","0.438"
"A01000003240000","1399","37","HOME","1"
"A01000003280000","1434","80","ROW","2.729"
"A01000003280000","1434","80","CROP","0.64"
"A01000003280000","1434","80","CROP","16.11"
"A01000003280000","1434","80","CROP","12.243"
"A01000003280000","1434","80","CROP","47.278"
"A01000003280000","1434","80","HOME","1"
"A01000003320000","829","80","ROW","2.718"
"A01000003320000","829","80","CROP","1.608"
"A01000003320000","829","80","CROP","4.551"
"A01000003320000","829","80","CROP","6.118"
"A01000003320000","829","80","CROP","61.061"
"A01000003320000","829","80","HOME","1"
"A01000003320000","829","80","WOOD","0.146"
"A01000003320000","829","80","WOOD","2.798"
"A01000003400000","1443","78.87","ROW","1.754"
"A01000003400000","1443","78.87","CROP","0.826"
"A01000003400000","1443","78.87","CROP","24.45"
"A01000003400000","1443","78.87","CROP","6.323"
"A01000003400000","1443","78.87","CROP","8.535"
"A01000003400000","1443","78.87","CROP","27.284"
"A01000003400000","1443","78.87","DTCH","1.536"
"A01000003400000","1443","78.87","HOME","1"
"A01000003400000","1443","78.87","WOOD","0.014"
"A01000003400000","1443","78.87","WOOD","1.023"
"A01000003400000","1443","78.87","WOOD","6.125"
"A01000003480000","2941","45.92","ROW","1.184"
"A01000003480000","2941","45.92","CROP","0.011"
"A01000003480000","2941","45.92","CROP","7.808"
"A01000003480000","2941","45.92","CROP","11.614"
"A01000003480000","2941","45.92","CROP","19.103"
"A01000003480000","2941","45.92","DTCH","2.531"
"A01000003480000","2941","45.92","HOME","1"
"A01000003480000","2941","45.92","WOOD","0.044"
"A01000003480000","2941","45.92","WOOD","0.088"
"A01000003480000","2941","45.92","WOOD","2.537"
"A01000003600000","2745","46","ROW","1.038"
"A01000003600000","2745","46","CROP","3.25"
"A01000003600000","2745","46","CROP","18.11"
"A01000003600000","2745","46","CROP","1.406"
"A01000003600000","2745","46","CROP","15.847"
"A01000003600000","2745","46","WOOD","0.257"
"A01000003600000","2745","46","WOOD","0.363"
"A01000003600000","2745","46","WOOD","0.967"
"A01000003600000","2745","46","WOOD","4.762"
"A01000003640000","2745","0.25","CROP","0.25"
"A01000003680000","2745","35.156","CROP","0.001"
"A01000003680000","2745","35.156","CROP","0.284"
"A01000003680000","2745","35.156","CROP","33.675"
"A01000003680000","2745","35.156","WOOD","0.12"
"A01000003680000","2745","35.156","WOOD","1.076"
"A01000003680100","3149","23.964","ROW","0.506"
"A01000003680100","3149","23.964","CROP","0.472"
"A01000003680100","3149","23.964","WOOD","0.092"
"A01000003680100","3149","23.964","WOOD","11.291"
"A01000003680100","3149","23.964","WOOD","11.603"
"A01000003720000","2940","38.562","ROW","1.583"
"A01000003720000","2940","38.562","CROP","0.489"
"A01000003720000","2940","38.562","CROP","13.624"
"A01000003720000","2940","38.562","CROP","22.866"
"A01000003760000","2745","34","ROW","1.658"
"A01000003760000","2745","34","CROP","0.014"
"A01000003760000","2745","34","CROP","5.081"
"A01000003760000","2745","34","CROP","10.177"
"A01000003760000","2745","34","CROP","14.024"
"A01000003760000","2745","34","WOOD","0.001"
"A01000003760000","2745","34","WOOD","0.552"
"A01000003760000","2745","34","WOOD","1.33"
"A01000003760000","2745","34","WOOD","1.163"
"A01000003800000","319","80.84","ROW","0.523"
"A01000003800000","319","80.84","ROW","0.838"
"A01000003800000","319","80.84","ROW","1.173"
"A01000003800000","319","80.84","CONP","0.01"
"A01000003800000","319","80.84","CONP","0.061"
"A01000003800000","319","80.84","CONP","0.096"
"A01000003800000","319","80.84","CONP","0.988"
"A01000003800000","319","80.84","CONP","1.735"
"A01000003800000","319","80.84","CROP","0.074"
"A01000003800000","319","80.84","CROP","1.179"
"A01000003800000","319","80.84","CROP","2.164"
"A01000003800000","319","80.84","CROP","4.313"
"A01000003800000","319","80.84","CROP","6.302"
"A01000003800000","319","80.84","CROP","7.002"
"A01000003800000","319","80.84","CROP","12.643"
"A01000003800000","319","80.84","CROP","35.893"
"A01000003800000","319","80.84","DTCH","0.105"
"A01000003800000","319","80.84","DTCH","0.775"
"A01000003800000","319","80.84","DTCH","1.17"
"A01000003800000","319","80.84","CON25","0.095"
"A01000003800000","319","80.84","CON25","0.096"
"A01000003800000","319","80.84","CON25","0.118"
"A01000003800000","319","80.84","CON25","0.272"
"A01000003800000","319","80.84","CON25","0.313"
"A01000003800000","319","80.84","CON25","1.213"
"A01000003800000","319","80.84","CON25","1.689"
"A01000003840000","1486","80","ROW","0.06"
"A01000003840000","1486","80","ROW","0.187"
"A01000003840000","1486","80","ROW","0.657"
"A01000003840000","1486","80","CONP","0.213"
"A01000003840000","1486","80","CONP","0.506"
"A01000003840000","1486","80","CONP","4.431"
"A01000003840000","1486","80","CROP","0.038"
"A01000003840000","1486","80","CROP","0.541"
"A01000003840000","1486","80","CROP","0.848"
"A01000003840000","1486","80","CROP","4.396"
"A01000003840000","1486","80","CROP","45.272"
"A01000003840000","1486","80","DTCH","0.067"
"A01000003840000","1486","80","DTCH","1.565"
"A01000003840000","1486","80","WOOD","0.49"
"A01000003840000","1486","80","WOOD","0.149"
"A01000003840000","1486","80","WOOD","0.721"
"A01000003840000","1486","80","WOOD","5.939"
"A01000003840000","1486","80","WOOD","6.252"
"A01000003840000","1486","80","WOOD","7.668"
"A01000003880000","1348","20","ROW","1.164"
"A01000003880000","1348","20","CROP","4.08"
"A01000003880000","1348","20","CROP","6.667"
"A01000003880000","1348","20","CROP","8.089"
"A01000003920000","1348","28","ROW","0.103"
"A01000003920000","1348","28","ROW","0.112"
"A01000003920000","1348","28","ROW","0.152"
"A01000003920000","1348","28","ROW","0.456"
"A01000003920000","1348","28","CONP","0.102"
"A01000003920000","1348","28","CONP","0.333"
"A01000003920000","1348","28","CONP","2.485"
"A01000003920000","1348","28","CROP","0.555"
"A01000003920000","1348","28","CROP","1.117"
"A01000003920000","1348","28","CROP","8.249"
"A01000003920000","1348","28","CROP","9.455"
"A01000003920000","1348","28","DTCH","1.254"
"A01000003920000","1348","28","WOOD","0.316"
"A01000003920000","1348","28","WOOD","0.906"
"A01000003920000","1348","28","WOOD","2.069"
"A01000003920000","1348","28","CON25","0.17"
"A01000003920000","1348","28","CON25","0.166"
"A01000003960000","1348","106","ROW","0.112"
"A01000003960000","1348","106","ROW","0.151"
"A01000003960000","1348","106","ROW","0.155"
"A01000003960000","1348","106","ROW","0.786"
"A01000003960000","1348","106","CROP","2.26"
"A01000003960000","1348","106","CROP","2.181"
"A01000003960000","1348","106","CROP","15.676"
"A01000003960000","1348","106","CROP","37.957"
"A01000003960000","1348","106","CROP","40.109"
"A01000003960000","1348","106","DTCH","1.162"
"A01000003960000","1348","106","HOME","1"
"A01000003960000","1348","106","WOOD","0.008"
"A01000003960000","1348","106","WOOD","0.267"
"A01000003960000","1348","106","WOOD","0.533"
"A01000003960000","1348","106","CON25","0.373"
"A01000003960000","1348","106","CON25","0.752"
"A01000003960000","1348","106","CON25","2.518"
"A01000004040000","1659","18.944","ROW","0.07"
"A01000004040000","1659","18.944","ROW","0.076"
"A01000004040000","1659","18.944","ROW","0.339"
"A01000004040000","1659","18.944","ROW","0.644"
